gene_name	gene_ensembl	gene_type	Chr	Start	End	Strand
RP11-379D21.3	ENSG00000234109.1	processed_pseudogene	chr10	99047639	99048319	+
CNNM1	ENSG00000119946.10	protein_coding	chr10	99329099	99394330	+
GOT1	ENSG00000120053.10	protein_coding	chr10	99396870	99430624	-
RP11-441O15.3	ENSG00000224934.3	lincRNA	chr10	99431191	99461743	+
RP11-129J12.2	ENSG00000257582.5	lincRNA	chr10	99526350	99531177	-
RP11-129J12.1	ENSG00000228778.2	lincRNA	chr10	99526948	99528467	+
NKX2-3	ENSG00000119919.10	protein_coding	chr10	99532933	99536524	+
SLC25A28	ENSG00000155287.10	protein_coding	chr10	99610522	99620609	-
RP11-85A1.3	ENSG00000260475.1	lincRNA	chr10	99621055	99621918	+
RP11-483F11.7	ENSG00000229278.1	antisense	chr10	99651989	99653905	-
ENTPD7	ENSG00000198018.6	protein_coding	chr10	99659506	99706240	+
RP11-483F11.5	ENSG00000233690.1	processed_pseudogene	chr10	99697407	99697949	-
CUTC	ENSG00000119929.12	protein_coding	chr10	99702558	99756134	+
COX15	ENSG00000014919.12	protein_coding	chr10	99711844	99732100	-
ABCC2	ENSG00000023839.10	protein_coding	chr10	99782732	99852192	+
NANOGP6	ENSG00000227351.2	processed_pseudogene	chr10	99788564	99789410	-
DNMBP	ENSG00000107554.16	protein_coding	chr10	99875577	100009919	-
NCRNA00093	ENSG00000227695.5	antisense	chr10	99927010	99958381	+
CPN1	ENSG00000120054.11	protein_coding	chr10	100042193	100081877	-
RP11-316M21.10	ENSG00000283232.1	unitary_pseudogene	chr10	100105754	100140151	-
RP11-316M21.8	ENSG00000232230.1	processed_pseudogene	chr10	100114417	100115223	-
RP11-316M21.9	ENSG00000270623.1	processed_pseudogene	chr10	100143065	100143995	-
ERLIN1	ENSG00000107566.13	protein_coding	chr10	100150094	100188334	-
CHUK	ENSG00000213341.10	protein_coding	chr10	100188298	100229619	-
RP11-316M21.7	ENSG00000236308.1	antisense	chr10	100190036	100190747	+
RP11-316M21.6	ENSG00000227492.1	antisense	chr10	100229667	100234000	+
CWF19L1	ENSG00000095485.17	protein_coding	chr10	100232298	100267680	-
SNORA12	ENSG00000212464.1	snoRNA	chr10	100237156	100237302	-
RP11-316M21.5	ENSG00000230224.1	processed_pseudogene	chr10	100248271	100249095	+
RNU6-422P	ENSG00000207362.1	snRNA	chr10	100258571	100258677	+
BLOC1S2	ENSG00000196072.11	protein_coding	chr10	100273280	100286712	-
PKD2L1	ENSG00000107593.16	protein_coding	chr10	100288154	100330486	-
RP11-34D15.2	ENSG00000231188.1	antisense	chr10	100335563	100346390	-
SCD	ENSG00000099194.5	protein_coding	chr10	100347124	100364834	+
OLMALINC	ENSG00000235823.2	lincRNA	chr10	100373513	100454043	+
RF00019	ENSG00000212325.1	misc_RNA	chr10	100398352	100398446	-
WNT8B	ENSG00000075290.7	protein_coding	chr10	100463041	100483744	+
SEC31B	ENSG00000075826.16	protein_coding	chr10	100486642	100519864	-
RP11-411B6.6	ENSG00000255339.6	protein_coding	chr10	100505628	100529881	-
NDUFB8	ENSG00000166136.15	protein_coding	chr10	100523740	100530000	-
HIF1AN	ENSG00000166135.13	protein_coding	chr10	100529072	100559998	+
RF00017	ENSG00000274660.1	misc_RNA	chr10	100666695	100667009	-
PAX2	ENSG00000075891.21	protein_coding	chr10	100735603	100829941	+
RF00019	ENSG00000222072.1	misc_RNA	chr10	100907174	100907280	-
RP11-179B2.2	ENSG00000272572.1	antisense	chr10	100911103	100912739	-
SLF2	ENSG00000119906.11	protein_coding	chr10	100912569	100965136	+
RP11-108L7.14	ENSG00000273476.1	lincRNA	chr10	100967688	100968135	+
MRPL43	ENSG00000055950.16	protein_coding	chr10	100969458	100987515	-
SEMA4G	ENSG00000095539.15	protein_coding	chr10	100969518	100985871	+
MIR608	ENSG00000207551.1	miRNA	chr10	100974985	100975084	+
RP11-108L7.4	ENSG00000236662.1	antisense	chr10	100980507	100985614	-
TWNK	ENSG00000107815.8	protein_coding	chr10	100987367	100994401	+
LZTS2	ENSG00000107816.17	protein_coding	chr10	100996618	101007836	+
PDZD7	ENSG00000186862.18	protein_coding	chr10	101007683	101032295	-
SFXN3	ENSG00000107819.13	protein_coding	chr10	101031234	101041244	+
RP11-108L7.15	ENSG00000273162.1	lincRNA	chr10	101060029	101061005	-
KAZALD1	ENSG00000107821.14	protein_coding	chr10	101061841	101068131	+
TLX1NB	ENSG00000236311.6	lincRNA	chr10	101089321	101131126	-
TLX1	ENSG00000107807.12	protein_coding	chr10	101130505	101137789	+
RP11-324L3.1	ENSG00000237579.2	lincRNA	chr10	101176323	101194147	+
RP11-324L3.5	ENSG00000270973.1	processed_pseudogene	chr10	101181144	101181951	-
LBX1	ENSG00000138136.6	protein_coding	chr10	101226195	101229794	-
LBX1-AS1	ENSG00000227128.4	processed_transcript	chr10	101229594	101270148	+
RP11-107I14.4	ENSG00000229649.1	lincRNA	chr10	101252821	101263550	-
RNU2-43P	ENSG00000222238.1	snRNA	chr10	101307529	101307718	+
RP11-107I14.2	ENSG00000225208.1	lincRNA	chr10	101311018	101311505	+
RP11-107I14.5	ENSG00000230967.2	lincRNA	chr10	101322485	101323394	-
BTRC	ENSG00000166167.17	protein_coding	chr10	101354033	101557321	+
RNU2-59P	ENSG00000222414.1	snRNA	chr10	101364845	101365035	-
DPCD	ENSG00000166171.12	protein_coding	chr10	101570560	101609668	+
POLL	ENSG00000166169.16	protein_coding	chr10	101578882	101588270	-
MIR3158-2	ENSG00000283558.1	miRNA	chr10	101601417	101601497	-
MIR3158-1	ENSG00000263436.1	miRNA	chr10	101601417	101601497	+
FBXW4	ENSG00000107829.13	protein_coding	chr10	101610664	101695295	-
RNU6-1165P	ENSG00000222051.1	snRNA	chr10	101622859	101622965	+
RP11-190J1.3	ENSG00000224817.1	lincRNA	chr10	101704652	101708401	-
FGF8	ENSG00000107831.12	protein_coding	chr10	101770130	101780369	-
NPM3	ENSG00000107833.10	protein_coding	chr10	101781325	101783413	-
MGEA5	ENSG00000198408.13	protein_coding	chr10	101784443	101818465	-
RP11-190J1.10	ENSG00000226009.1	antisense	chr10	101819078	101828779	+
KCNIP2	ENSG00000120049.19	protein_coding	chr10	101825974	101843920	-
C10orf76	ENSG00000120029.12	protein_coding	chr10	101845599	102056193	-
RF00017	ENSG00000274742.1	misc_RNA	chr10	101912998	101913279	-
RF00019	ENSG00000222430.1	misc_RNA	chr10	101952605	101952704	-
HPS6	ENSG00000166189.7	protein_coding	chr10	102065390	102068038	+
RP11-302K17.3	ENSG00000224302.1	processed_pseudogene	chr10	102085476	102085730	-
RP11-302K17.4	ENSG00000229629.1	processed_pseudogene	chr10	102089968	102090062	+
LDB1	ENSG00000198728.10	protein_coding	chr10	102107560	102120453	-
PPRC1	ENSG00000148840.10	protein_coding	chr10	102132994	102150331	+
NOLC1	ENSG00000166197.16	protein_coding	chr10	102152176	102163871	+
ELOVL3	ENSG00000119915.4	protein_coding	chr10	102226328	102229589	+
PITX3	ENSG00000107859.9	protein_coding	chr10	102230186	102241474	-
GBF1	ENSG00000107862.4	protein_coding	chr10	102245532	102382899	+
NFKB2	ENSG00000077150.18	protein_coding	chr10	102394110	102402529	+
PSD	ENSG00000059915.16	protein_coding	chr10	102402617	102421539	-
FBXL15	ENSG00000107872.12	protein_coding	chr10	102419189	102423136	+
CUEDC2	ENSG00000107874.10	protein_coding	chr10	102423245	102432661	-
MIR146B	ENSG00000202569.4	miRNA	chr10	102436512	102436584	+
RP11-18I14.10	ENSG00000269609.5	processed_transcript	chr10	102449817	102461106	+
C10orf95	ENSG00000120055.7	protein_coding	chr10	102449837	102451543	-
MFSD13A	ENSG00000138111.14	protein_coding	chr10	102461395	102477045	+
ACTR1A	ENSG00000138107.12	protein_coding	chr10	102461881	102502711	-
RP11-18I14.11	ENSG00000273262.1	antisense	chr10	102483039	102483559	+
SUFU	ENSG00000107882.11	protein_coding	chr10	102503987	102633535	+
RP11-170J3.2	ENSG00000228657.1	processed_pseudogene	chr10	102572757	102573225	-
RNU6-43P	ENSG00000207029.1	snRNA	chr10	102591524	102591630	+
TRIM8	ENSG00000171206.14	protein_coding	chr10	102642310	102660680	+
RP11-47A8.5	ENSG00000272933.1	lincRNA	chr10	102642792	102644140	-
ARL3	ENSG00000138175.8	protein_coding	chr10	102673731	102714407	-
SFXN2	ENSG00000156398.12	protein_coding	chr10	102714538	102743492	+
WBP1L	ENSG00000166272.16	protein_coding	chr10	102743970	102816267	+
RNU6-1231P	ENSG00000252994.1	snRNA	chr10	102803929	102804031	+
CYP17A1	ENSG00000148795.6	protein_coding	chr10	102830531	102837533	-
CYP17A1OS	ENSG00000203886.4	antisense	chr10	102832721	102834516	+
RP11-753C18.4	ENSG00000213061.2	processed_pseudogene	chr10	102838011	102845473	-
RP11-753C18.7	ENSG00000236937.2	processed_pseudogene	chr10	102845595	102845950	+
RP11-753C18.12	ENSG00000282772.1	antisense	chr10	102845761	102854513	-
BORCS7	ENSG00000166275.15	protein_coding	chr10	102854223	102864961	+
BORCS7-ASMT	ENSG00000270316.1	protein_coding	chr10	102854272	102901899	+
RF00026	ENSG00000283337.1	snRNA	chr10	102868421	102868519	+
AS3MT	ENSG00000214435.7	protein_coding	chr10	102869516	102901899	+
RP11-753C18.8	ENSG00000235266.1	processed_pseudogene	chr10	102887874	102888188	-
RP11-724N1.1	ENSG00000272912.1	lincRNA	chr10	102914585	102915404	+
CNNM2	ENSG00000148842.17	protein_coding	chr10	102918293	103090221	+
RF02271	ENSG00000278498.1	misc_RNA	chr10	103027336	103027498	+
NT5C2	ENSG00000076685.18	protein_coding	chr10	103088017	103193306	-
RP11-332O19.2	ENSG00000237827.1	processed_pseudogene	chr10	103125017	103125416	-
RP11-332O19.3	ENSG00000213277.3	processed_pseudogene	chr10	103175554	103176094	+
RP11-332O19.4	ENSG00000229256.1	processed_pseudogene	chr10	103215709	103216800	+
RPEL1	ENSG00000235376.5	protein_coding	chr10	103245887	103248016	+
INA	ENSG00000148798.10	protein_coding	chr10	103277163	103290351	+
PCGF6	ENSG00000156374.14	protein_coding	chr10	103302796	103351134	-
RNU11-3P	ENSG00000212413.1	snRNA	chr10	103312436	103312568	-
TAF5	ENSG00000148835.10	protein_coding	chr10	103367967	103389065	+
USMG5	ENSG00000173915.14	protein_coding	chr10	103389041	103396466	-
MIR1307	ENSG00000283867.1	miRNA	chr10	103394253	103394401	-
PDCD11	ENSG00000148843.13	protein_coding	chr10	103396648	103446292	+
CALHM2	ENSG00000138172.10	protein_coding	chr10	103446786	103452402	-
RP11-225H22.7	ENSG00000273485.1	antisense	chr10	103450196	103450852	+
RP11-225H22.4	ENSG00000234699.1	antisense	chr10	103452846	103462695	+
CALHM1	ENSG00000185933.6	protein_coding	chr10	103453387	103458888	-
CALHM3	ENSG00000183128.7	protein_coding	chr10	103472804	103479240	-
RP11-225H22.5	ENSG00000235470.5	antisense	chr10	103479603	103517393	-
NEURL1	ENSG00000107954.10	protein_coding	chr10	103493979	103592552	+
RP11-416N2.3	ENSG00000226431.1	sense_intronic	chr10	103549075	103550964	+
SH3PXD2A	ENSG00000107957.16	protein_coding	chr10	103594027	103855543	-
RP11-416N2.4	ENSG00000273108.1	antisense	chr10	103608619	103610050	+
RF00019	ENSG00000222503.1	misc_RNA	chr10	103673158	103673265	+
SH3PXD2A-AS1	ENSG00000280693.2	antisense	chr10	103745966	103755423	+
RP11-541N10.3	ENSG00000260461.1	sense_overlapping	chr10	103877374	103879761	-
OBFC1	ENSG00000107960.10	protein_coding	chr10	103882542	103918205	-
SLK	ENSG00000065613.13	protein_coding	chr10	103967201	104029233	+
RN7SL524P	ENSG00000266754.2	misc_RNA	chr10	103974515	103974814	-
COL17A1	ENSG00000065618.18	protein_coding	chr10	104031286	104086002	-
MIR936	ENSG00000283788.1	miRNA	chr10	104048089	104048186	-
SFR1	ENSG00000156384.14	protein_coding	chr10	104122058	104126385	+
CFAP43	ENSG00000197748.12	protein_coding	chr10	104129888	104232362	-
MIR609	ENSG00000208033.1	miRNA	chr10	104218789	104218883	-
GSTO1	ENSG00000148834.12	protein_coding	chr10	104235356	104267459	+
MIR4482	ENSG00000266852.2	miRNA	chr10	104268336	104268405	-
GSTO2	ENSG00000065621.14	protein_coding	chr10	104268873	104304945	+
ITPRIP	ENSG00000148841.15	protein_coding	chr10	104309698	104338404	-
RP11-127L20.5	ENSG00000270075.1	antisense	chr10	104312141	104313881	+
RP11-127L20.3	ENSG00000228261.1	lincRNA	chr10	104323369	104327004	+
RP11-127L20.6	ENSG00000231233.1	antisense	chr10	104351591	104353575	-
CFAP58	ENSG00000120051.14	protein_coding	chr10	104353764	104455090	+
RP11-127O4.3	ENSG00000225768.1	lincRNA	chr10	104474939	104480274	-
RP11-127O4.2	ENSG00000237761.1	lincRNA	chr10	104616102	104616973	+
SORCS3	ENSG00000156395.12	protein_coding	chr10	104641101	105265235	+
RP11-483B5.3	ENSG00000226387.2	antisense	chr10	104664608	104666200	-
RNU6-463P	ENSG00000207068.1	snRNA	chr10	105534659	105534765	+
RP11-45P22.2	ENSG00000233477.1	processed_pseudogene	chr10	105685383	105685865	-
RP11-45P22.1	ENSG00000213260.3	processed_pseudogene	chr10	105686322	105687051	+
RP11-56I23.1	ENSG00000229466.1	lincRNA	chr10	105808775	105819197	-
RP11-298H24.1	ENSG00000229775.6	lincRNA	chr10	106140264	106188722	+
RP11-446H13.2	ENSG00000215002.2	processed_pseudogene	chr10	106550106	106551121	+
SORCS1	ENSG00000108018.15	protein_coding	chr10	106573663	107164534	-
RNA5SP325	ENSG00000200626.1	rRNA	chr10	106970021	106970150	+
RNA5SP326	ENSG00000200079.1	rRNA	chr10	107461560	107461669	+
RP11-215N21.1	ENSG00000229981.7	lincRNA	chr10	107694973	108197849	-
RP11-468L18.1	ENSG00000234544.2	processed_pseudogene	chr10	108296099	108296532	+
RP11-163F15.1	ENSG00000203434.2	lincRNA	chr10	108547975	108561815	-
RP11-655H13.2	ENSG00000223381.1	lincRNA	chr10	108710518	108839363	+
RP11-655H13.1	ENSG00000224498.1	processed_pseudogene	chr10	108848186	108849561	+
RN7SKP278	ENSG00000222436.1	misc_RNA	chr10	108940969	108941310	-
RNU5B-6P	ENSG00000252574.2	snRNA	chr10	109184934	109185001	-
RNU6-839P	ENSG00000200217.1	snRNA	chr10	109239639	109239746	+
RP11-402N18.1	ENSG00000232728.1	processed_pseudogene	chr10	109528119	109529008	+
RP11-402N18.2	ENSG00000237242.1	processed_pseudogene	chr10	109534655	109534990	+
RP11-566F5.2	ENSG00000270333.1	processed_pseudogene	chr10	109661814	109662050	+
RP11-566F5.1	ENSG00000270294.1	processed_pseudogene	chr10	109680442	109681041	+
RP11-451M19.2	ENSG00000224907.1	processed_pseudogene	chr10	109807651	109808129	+
XPNPEP1	ENSG00000108039.17	protein_coding	chr10	109864766	109923553	-
RNU4-5P	ENSG00000272160.1	snRNA	chr10	109869858	109869992	+
ADD3-AS1	ENSG00000203876.9	processed_transcript	chr10	109940104	110008381	-
ADD3	ENSG00000148700.14	protein_coding	chr10	109996368	110135565	+
RP11-252O7.2	ENSG00000226734.1	processed_pseudogene	chr10	110139214	110139426	-
MXI1	ENSG00000119950.20	protein_coding	chr10	110207605	110287365	+
RP11-549L6.3	ENSG00000228417.1	antisense	chr10	110207850	110208591	-
RP11-549L6.2	ENSG00000214067.2	processed_pseudogene	chr10	110257064	110257843	+
SMNDC1	ENSG00000119953.12	protein_coding	chr10	110290730	110304951	-
RP11-525A16.4	ENSG00000273143.1	lincRNA	chr10	110428840	110496204	-
RP11-525A16.3	ENSG00000237642.1	processed_pseudogene	chr10	110450629	110451240	+
DUSP5	ENSG00000138166.5	protein_coding	chr10	110497838	110511544	+
RP11-73H14.1	ENSG00000233518.1	processed_pseudogene	chr10	110550115	110550854	-
SMC3	ENSG00000108055.9	protein_coding	chr10	110567691	110604636	+
RF00019	ENSG00000223302.1	misc_RNA	chr10	110642678	110642785	-
RBM20	ENSG00000203867.7	protein_coding	chr10	110644397	110839469	+
RN7SKP288	ENSG00000252036.1	misc_RNA	chr10	110756456	110756723	+
RNA5SP327	ENSG00000199364.1	rRNA	chr10	110761142	110761242	+
RP11-313D6.3	ENSG00000232470.1	lincRNA	chr10	110869743	110871594	+
RP11-313D6.4	ENSG00000203497.2	antisense	chr10	110869868	110872233	-
PDCD4	ENSG00000150593.17	protein_coding	chr10	110871795	110900006	+
MIR4680	ENSG00000284482.1	miRNA	chr10	110898090	110898155	+
BBIP1	ENSG00000214413.7	protein_coding	chr10	110898730	110919274	-
RP11-348N5.9	ENSG00000278601.1	antisense	chr10	110907483	110908182	+
RP11-348N5.7	ENSG00000270589.1	antisense	chr10	110910596	110912244	+
SHOC2	ENSG00000108061.11	protein_coding	chr10	110919547	111013667	+
RPL13AP6	ENSG00000234118.1	processed_pseudogene	chr10	110936622	110937233	-
MIR548E	ENSG00000221214.1	miRNA	chr10	110988926	110989013	+
ADRA2A	ENSG00000150594.6	protein_coding	chr10	111077163	111080907	+
RP11-479A21.1	ENSG00000213247.3	processed_pseudogene	chr10	111104956	111105248	+
RP11-381K7.2	ENSG00000237618.1	processed_pseudogene	chr10	111322778	111323397	+
RP11-381K7.1	ENSG00000227851.1	lincRNA	chr10	111349939	111352103	-
RP11-309P22.1	ENSG00000230809.1	processed_pseudogene	chr10	111498191	111498941	-
GPAM	ENSG00000119927.13	protein_coding	chr10	112149864	112215377	-
TECTB	ENSG00000119913.5	protein_coding	chr10	112283400	112305035	+
MIR6715B	ENSG00000283688.1	miRNA	chr10	112299612	112299688	-
MIR6715A	ENSG00000276857.1	miRNA	chr10	112299612	112299690	+
GUCY2GP	ENSG00000243316.7	transcribed_unitary_pseudogene	chr10	112308181	112356574	-
ACSL5	ENSG00000197142.10	protein_coding	chr10	112374018	112428380	+
RP11-324O2.3	ENSG00000232934.7	antisense	chr10	112395813	112425589	-
ZDHHC6	ENSG00000023041.11	protein_coding	chr10	112424428	112446917	-
VTI1A	ENSG00000151532.13	protein_coding	chr10	112446998	112818744	+
RP11-214N15.5	ENSG00000234017.1	processed_pseudogene	chr10	112548632	112548872	-
MIR4295	ENSG00000264763.1	miRNA	chr10	112634170	112634254	+
RP11-25C19.3	ENSG00000233340.1	antisense	chr10	112671812	112677819	-
RP11-57H14.4	ENSG00000260917.1	sense_overlapping	chr10	112823490	112827726	+
RP11-57H14.5	ENSG00000279315.1	TEC	chr10	112831169	112832454	+
RP11-57H14.3	ENSG00000225292.2	sense_intronic	chr10	112888735	112906111	+
TCF7L2	ENSG00000148737.16	protein_coding	chr10	112950250	113167678	+
RP11-57H14.2	ENSG00000233547.1	antisense	chr10	112950646	112951875	-
RP11-139K1.2	ENSG00000227560.1	processed_pseudogene	chr10	112987476	112987865	+
RNU7-165P	ENSG00000238380.1	snRNA	chr10	113353425	113353484	+
RP11-481H12.1	ENSG00000230018.1	processed_pseudogene	chr10	113482616	113483113	+
HABP2	ENSG00000148702.14	protein_coding	chr10	113550837	113589602	+
NRAP	ENSG00000197893.13	protein_coding	chr10	113588716	113664127	-
CASP7	ENSG00000165806.19	protein_coding	chr10	113679162	113730907	+
RP11-211N11.5	ENSG00000234393.1	antisense	chr10	113710681	113719332	-
PLEKHS1	ENSG00000148735.14	protein_coding	chr10	113751454	113783429	+
MIR4483	ENSG00000283656.1	miRNA	chr10	113777993	113778054	-
RF00560	ENSG00000212589.1	snoRNA	chr10	113820459	113820590	+
DCLRE1A	ENSG00000198924.7	protein_coding	chr10	113834725	113854383	-
NHLRC2	ENSG00000196865.4	protein_coding	chr10	113854661	113917194	+
ADRB1	ENSG00000043591.5	protein_coding	chr10	114044056	114046908	+
RNU6-709P	ENSG00000253066.1	snRNA	chr10	114111414	114111517	+
RP11-411P18.2	ENSG00000226582.1	processed_pseudogene	chr10	114117147	114117551	+
CCDC186	ENSG00000165813.18	protein_coding	chr10	114120862	114174220	-
RF02277	ENSG00000273904.1	ribozyme	chr10	114168156	114168280	-
MIR2110	ENSG00000284442.1	miRNA	chr10	114174105	114174179	-
TDRD1	ENSG00000095627.9	protein_coding	chr10	114179270	114232304	+
VWA2	ENSG00000165816.12	protein_coding	chr10	114239330	114291513	+
CTB-1144G6.5	ENSG00000230165.1	processed_pseudogene	chr10	114246074	114246714	+
CTB-1144G6.6	ENSG00000275024.1	antisense	chr10	114280725	114281258	-
AFAP1L2	ENSG00000169129.14	protein_coding	chr10	114294824	114404756	-
RN7SL384P	ENSG00000242912.3	misc_RNA	chr10	114423770	114424067	-
RP11-317F20.3	ENSG00000279796.1	TEC	chr10	114424445	114427398	-
ABLIM1	ENSG00000099204.18	protein_coding	chr10	114431113	114685003	-
RP11-317F20.2	ENSG00000229668.1	processed_pseudogene	chr10	114501997	114502347	-
RP11-108K1.2	ENSG00000228169.3	processed_pseudogene	chr10	114690143	114690634	-
RP11-106M7.1	ENSG00000228484.1	lincRNA	chr10	114764788	114779903	+
RP11-106M7.2	ENSG00000215760.2	processed_pseudogene	chr10	114809375	114811170	+
FAM160B1	ENSG00000151553.14	protein_coding	chr10	114821744	114899832	+
RP11-106M7.4	ENSG00000226428.1	processed_pseudogene	chr10	114900722	114901366	+
TRUB1	ENSG00000165832.5	protein_coding	chr10	114938193	114977676	+
RNU6-1121P	ENSG00000252611.1	snRNA	chr10	114969460	114969568	-
RP11-383C6.2	ENSG00000236799.1	lincRNA	chr10	114994657	114996593	+
ATRNL1	ENSG00000107518.16	protein_coding	chr10	115093365	115948992	+
RP11-169K19.1	ENSG00000270965.1	processed_pseudogene	chr10	115819842	115820487	-
GFRA1	ENSG00000151892.14	protein_coding	chr10	116056925	116273467	-
CCDC172	ENSG00000182645.5	protein_coding	chr10	116324428	116380029	+
RP11-295O23.2	ENSG00000205433.4	processed_pseudogene	chr10	116409256	116409475	+
PNLIPRP3	ENSG00000203837.4	protein_coding	chr10	116427867	116477957	+
RP11-295O23.4	ENSG00000227096.1	processed_pseudogene	chr10	116439468	116440044	-
RNU6-1090P	ENSG00000200935.1	snRNA	chr10	116538183	116538276	+
PNLIP	ENSG00000175535.6	protein_coding	chr10	116545931	116567855	+
RP11-33D13.2	ENSG00000232091.1	unprocessed_pseudogene	chr10	116577308	116583317	+
PNLIPRP1	ENSG00000187021.14	protein_coding	chr10	116590385	116609175	+
PNLIPRP2	ENSG00000266200.6	polymorphic_pseudogene	chr10	116620953	116645143	+
C10orf82	ENSG00000165863.16	protein_coding	chr10	116663696	116670264	-
RP11-498B4.5	ENSG00000232767.1	antisense	chr10	116670103	116672739	+
HSPA12A	ENSG00000165868.14	protein_coding	chr10	116671192	116850236	-
RP11-498B4.7	ENSG00000228195.2	processed_pseudogene	chr10	116749905	116751261	+
ENO4	ENSG00000188316.13	protein_coding	chr10	116849512	116911788	+
SHTN1	ENSG00000187164.19	protein_coding	chr10	116881482	117126586	-
RP11-5G18.2	ENSG00000235742.1	processed_pseudogene	chr10	117023674	117023851	-
VAX1	ENSG00000148704.12	protein_coding	chr10	117128521	117138301	-
RP11-501J20.2	ENSG00000234474.2	lincRNA	chr10	117158656	117169059	-
MIR3663	ENSG00000266782.1	miRNA	chr10	117167678	117167774	-
RP11-501J20.3	ENSG00000236171.1	processed_pseudogene	chr10	117196168	117196654	-
KCNK18	ENSG00000186795.1	protein_coding	chr10	117197489	117210299	+
